url,word_count,sentence_count,flesch_reading_ease,top_keywords,is_thin,quality_label,predicted_quality,sentiment_polarity,sentiment_subjectivity
https://www.cm-alliance.com/cybersecurity-blog,326,7,-6.816181426332264,cyber|our|your|cybersecurity|training,True,Low,Low,0.16663101604278072,0.43176470588235294
https://www.varonis.com/blog/cybersecurity-tips,1692,94,41.465,your|data|access|can|security,False,Medium,Medium,0.18664177489177486,0.553525974025974
https://www.cisecurity.org/insights/blog/11-cyber-defense-tips-to-stay-secure-at-work-and-home,1054,72,52.81291579094861,your|can|use|password|data,False,Medium,Medium,0.16889700577200578,0.4864109848484848
https://www.cisa.gov/topics/cybersecurity-best-practices,825,33,-2.620121951219488,cybersecurity|cyber|cisa|practices|best,False,Low,Low,0.23597560975609758,0.42887630662020915
https://www.qnbtrust.bank/Resources/Learning-Center/Blog/7-cyber-security-tips,0,0,0.0,,True,Low,Low,0.0,0.0
https://nordlayer.com/learn/network-security/basics/,2149,180,24.185407487867963,network|security|access|data|devices,False,Low,Low,0.06428747118682186,0.39466675099792004
https://www.fortinet.com/resources/cyberglossary/what-is-network-security,4670,251,8.873154117229461,network|security|access|data|cloud,False,Low,Low,0.11346038894026503,0.4487554911548715
https://www.cisco.com/site/us/en/learn/topics/security/what-is-network-security.html,946,55,29.252809196617363,security|network|your|cisco|access,False,Low,Low,0.18419059011164274,0.5270502645502646
https://www.trendmicro.com/en_us/what-is/network-security/network-security-basics.html,2002,92,29.013388241648045,security|network|your|data|cloud,False,Low,Low,0.13154070856992936,0.47502539307734093
https://digitdefence.com/blog/fundamentals-of-network-security-in-computer-networks,1495,92,19.16798472416736,network|security|data|access|networks,False,Low,Low,0.10222713864306787,0.5043533015656911
https://guardiandigital.com/resources/blog/guide-on-phishing,1973,148,54.2569633027523,phishing|email|attacks|protection|security,False,High,High,0.14588588263588262,0.4542058080808081
https://cofense.com/blog,184,4,8.12636263736266,phishing|october|defense|cybersecurity|cofense,True,Low,Low,0.025000000000000005,0.5354166666666667
https://www.connectwise.com/blog/phishing-prevention-tips,0,0,0.0,,True,Low,Low,0.0,0.0
https://www.phriendlyphishing.com/blog,23,1,51.1489285714286,phriendly|phishing,True,Low,Low,0.5,0.9
https://inspiredelearning.com/blog/phishing-protection-checklist/,36,0,15.195000000000022,inspired|elearning,True,Low,Low,0.012121212121212116,0.21818181818181817
https://en.wikipedia.org/wiki/SD-WAN,3222,276,29.5491487314622,wan|network|retrieved|edit|service,False,Low,Low,0.029435067688884486,0.36648183029862463
https://www.cisco.com/site/us/en/learn/topics/networking/what-is-sd-wan.html,551,33,27.596831655942395,wan|can|network|cloud|applications,False,Low,Low,0.05086381673881673,0.4049415584415584
https://www.fortinet.com/resources/cyberglossary/sd-wan-explained,62,3,2.7992741935484275,watch|secure|wan|video|fortinet,True,Low,Low,0.3340909090909091,0.5636363636363636
https://www.hpe.com/us/en/what-is/sd-wan.html,0,0,0.0,,True,Low,Low,0.0,0.0
https://remotedesktop.google.com/,185,8,40.550570570570585,your|computer|remote|access|share,True,Low,Low,0.11111111111111112,0.4511111111111112
https://support.microsoft.com/en-us/windows/how-to-use-remote-desktop-5fe128d5-8fb1-7a23-3b8a-41e636865e8c,0,0,0.0,,True,Low,Low,0.0,0.0
https://support.apple.com/guide/remote-desktop/welcome/mac,50,3,57.095500000000015,can|control|computer|lists|computers,True,Low,Low,0.16666666666666666,0.5333333333333333
https://en.wikipedia.org/wiki/Remote_desktop_software,1980,147,24.800696275674937,remote|desktop|software|computer|retrieved,False,Low,Low,0.031174975198412683,0.32308779761904793
https://www.cloudflare.com/learning/access-management/what-is-ztna/,0,0,0.0,,True,Low,Low,0.0,0.0
https://www.fortinet.com/solutions/enterprise-midsize-business/network-access/application-access,114,5,36.756157894736845,ztna|fortinet|watch|application|access,True,Low,Low,0.06000000000000001,0.4314285714285715
https://www.microsoft.com/en-us/security/business/security-101/what-is-zero-trust-network-access-ztna,1532,89,15.301748436456393,access|ztna|network|security|trust,False,Low,Low,0.08223544973544974,0.5419223985890649
https://www.zscaler.com/resources/security-terms-glossary/what-is-zero-trust-network-access,1633,109,24.20043577981653,access|ztna|network|users|security,False,Low,Low,0.09259161653642174,0.468566813777853
https://www.efax.com/,1448,86,39.219504297279,fax|efax|your|online|faxes,False,Medium,Medium,0.24405184966548613,0.46657831562377017
https://sign.dropbox.com/products/dropbox-fax,679,39,34.386394349127016,fax|dropbox|your|faxes|can,False,Medium,Medium,0.1783026113671275,0.43748079877112134
https://www.fax.plus/,342,32,36.157280701754416,fax|your|online|faxes|send,True,Low,Low,0.16158963585434177,0.34194677871148454
https://comfax.com/reviews/free-fax/,5070,265,59.36016951452717,free|fax|service|send|faxes,False,High,High,0.2590624768545129,0.5953268417914451
https://nytlicensing.com/latest/trends/content-marketing-best-practices-2022/,2897,157,43.54515910278786,content|your|marketing|can|audience,False,Medium,Medium,0.2338836695219673,0.5125876133322943
https://copyblogger.com/content-marketing/,6262,308,49.050759683948485,content|your|marketing|can|social,False,Medium,Medium,0.2448713735630258,0.5356055004998784
https://www.twilio.com/en-us/blog/insights/content-marketing-best-practices,5632,401,50.81575102515771,content|your|marketing|best|can,False,High,High,0.19768232245651576,0.46143933247159075
https://www.akkio.com/beginners-guide-to-machine-learning,21228,1061,44.67101747953018,data|can|learning|machine|which,False,Medium,Medium,0.12642868595018567,0.4858840959483335
https://medium.com/@amitvsolutions/machine-learning-101-the-complete-beginners-guide-to-machine-learning-686a30cbcf6b,2836,184,30.01417620836113,data|learning|model|machine|can,False,Medium,Low,0.15958154164675903,0.4732005054986421
